City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
13,saldanha,-33.0117,17.9442,17.03,93,0,5.84,ZA,1673213380
14,manggar,-2.8833,108.2667,25.43,86,99,1.35,ID,1673213380
15,kaitangata,-46.2817,169.8464,17.68,55,0,1.29,NZ,1673213381
16,clyde river,70.4692,-68.5914,-33.87,75,0,1.54,CA,1673213381
17,santo antonio do sudoeste,-26.0736,-53.7253,27.29,46,11,1.95,BR,1673213381
18,marawi,7.9986,124.2928,19.4,97,100,0.69,PH,1673213381
19,tuktoyaktuk,69.4541,-133.0374,-22.0,84,40,4.63,CA,1673213381
20,gushikawa,26.3544,127.8686,17.0,82,20,1.54,JP,1673213381
21,albany,42.6001,-73.9662,0.88,67,2,1.44,US,1673213382
22,cape town,-33.9258,18.4232,21.05,84,20,6.71,ZA,1673213105
23,vardo,70.3705,31.1107,-5.01,63,100,16.46,NO,1673213382
24,hilo,19.7297,-155.09,26.25,68,100,2.68,US,1673213382
25,richards bay,-28.783,32.0377,19.29,85,0,2.68,ZA,1673213382
26,lompoc,34.6391,-120.4579,17.23,84,40,7.72,US,1673213382
27,guerrero negro,27.9769,-114.0611,20.5,39,32,5.42,MX,1673213382
28,vila franca do campo,37.7167,-25.4333,16.23,93,46,3.38,PT,1673213382
29,esperance,-33.8667,121.9,14.45,89,34,3.64,AU,1673213382
30,cap malheureux,-19.9842,57.6142,25.82,73,4,2.24,MU,1673213382
31,beroroha,-21.6667,45.1667,23.48,93,90,1.11,MG,1673213382
32,ahipara,-35.1667,173.1667,20.13,80,92,4.98,NZ,1673213383
33,cranbrook,49.4999,-115.7688,-1.09,86,100,1.03,CA,1673213383
34,castro,-24.7911,-50.0119,19.59,81,45,3.85,BR,1673213383
35,washington,47.5001,-120.5015,3.99,91,100,1.04,US,1673212913
36,tadine,-21.55,167.8833,27.0,81,86,2.73,NC,1673213383
37,busselton,-33.65,115.3333,13.97,89,1,4.82,AU,1673213383
38,macau,22.2006,113.5461,18.89,88,40,4.12,MO,1673213383
39,hermanus,-34.4187,19.2345,20.45,89,10,3.29,ZA,1673213268
40,yellowknife,62.456,-114.3525,-11.71,85,100,2.57,CA,1673213383
41,general pico,-35.6566,-63.7568,39.03,13,6,6.04,AR,1673213384
42,new norfolk,-42.7826,147.0587,17.72,65,61,0.89,AU,1673213384
43,oktyabrskiy,54.4815,53.471,-35.78,100,79,1.15,RU,1673213384
44,barrow,71.2906,-156.7887,-18.99,78,100,5.66,US,1673213384
45,airai,-8.9266,125.4092,14.47,84,30,0.44,TL,1673213384
46,padang,-0.9492,100.3543,23.03,85,96,1.4,ID,1673213384
47,ribeira grande,38.5167,-28.7,17.22,94,75,5.81,PT,1673213384
48,rikitea,-23.1203,-134.9692,25.8,74,0,7.8,PF,1673213384
49,port elizabeth,-33.918,25.5701,20.05,91,0,1.03,ZA,1673213384
50,pochutla,15.7432,-96.4661,30.9,42,0,3.65,MX,1673213384
51,manta,-0.95,-80.7333,26.88,69,75,2.06,EC,1673213385
52,puerto ayora,-0.7393,-90.3518,27.98,86,26,2.68,EC,1673213385
53,rubizhne,49.0123,38.3797,-10.33,67,0,1.06,UA,1673213385
54,plastun,44.7561,136.2939,-9.91,79,100,3.09,RU,1673213385
55,hobart,-42.8794,147.3294,17.92,83,0,4.63,AU,1673213270
56,ovsyanka,55.9575,92.5519,2.54,72,100,5.79,RU,1673213385
57,camalu,30.85,-116.0667,18.35,51,0,5.49,MX,1673213385
58,saint-philippe,-21.3585,55.7679,25.77,78,50,5.07,RE,1673213385
59,tambun,-6.2641,107.0712,27.49,73,98,0.68,ID,1673213385
60,kapaa,22.0752,-159.319,26.18,70,40,4.12,US,1673213385
61,makakilo city,21.3469,-158.0858,25.8,65,0,4.12,US,1673213386
62,carnarvon,-24.8667,113.6333,23.35,73,0,9.4,AU,1673213386
63,hobyo,5.3505,48.5268,25.24,83,85,7.55,SO,1673213386
64,ossora,59.2353,163.0719,-21.74,82,100,2.35,RU,1673213386
65,ancud,-41.8697,-73.8203,17.48,79,42,5.5,CL,1673213386
66,jamestown,42.097,-79.2353,-0.23,67,100,1.54,US,1673213387
67,suntar,62.1444,117.6319,-39.8,99,84,1.43,RU,1673213387
68,buncrana,55.1333,-7.45,5.87,82,66,6.28,IE,1673213387
69,santa helena de goias,-17.8136,-50.5969,23.22,89,100,1.67,BR,1673213304
70,bredasdorp,-34.5322,20.0403,19.09,90,17,1.22,ZA,1673213387
71,petropavlovsk-kamchatskiy,53.0452,158.6483,-18.46,60,0,5.0,RU,1673213387
72,los llanos de aridane,28.6585,-17.9182,15.86,73,20,4.12,ES,1673213387
73,mar del plata,-38.0023,-57.5575,25.46,84,0,10.73,AR,1673213167
74,youhao,47.8667,128.8333,-18.86,97,98,1.66,CN,1673213387
75,palu,-0.8917,119.8707,23.28,94,100,0.7,ID,1673213387
76,atuona,-9.8,-139.0333,25.74,75,9,6.4,PF,1673213387
77,saint-louis,16.3333,-15.0,26.2,24,100,2.68,SN,1673213388
78,mayo,38.8876,-76.5119,6.31,68,100,3.09,US,1673213388
79,port hardy,50.6996,-127.4199,7.1,93,100,9.26,CA,1673213388
80,wylie,33.0151,-96.5389,17.73,36,0,3.09,US,1673213388
81,kenai,60.5544,-151.2583,-16.03,85,0,3.09,US,1673213388
82,beloha,-25.1667,45.05,23.79,91,100,0.75,MG,1673213388
83,sarvar,47.2539,16.9352,-0.08,76,91,6.62,HU,1673213388
84,mareeba,-17.0,145.4333,23.58,96,100,0.6,AU,1673213388
85,ulladulla,-35.35,150.4667,17.45,63,0,0.66,AU,1673213388
86,hurghada,27.2574,33.8129,16.73,46,53,6.63,EG,1673213227
87,bobcaygeon,44.5462,-78.542,-4.4,62,100,2.26,CA,1673213389
88,aksarayskiy,46.7924,48.0119,-13.47,77,6,3.99,RU,1673213389
89,arraial do cabo,-22.9661,-42.0278,21.98,94,75,3.6,BR,1673213389
90,chuy,-33.6971,-53.4616,23.33,63,9,6.37,UY,1673213389
91,eydhafushi,5.1033,73.0708,27.17,74,12,6.09,MV,1673213389
92,nome,64.5011,-165.4064,-12.96,78,40,3.09,US,1673213389
93,bom jesus,-9.0744,-44.3586,26.75,65,100,0.71,BR,1673213389
94,makat,47.6469,53.3463,-15.11,78,9,3.37,KZ,1673213389
95,azul,-36.777,-59.8585,35.19,17,0,4.42,AR,1673213390
96,lang son,21.8333,106.7333,15.5,64,80,1.07,VN,1673213390
97,fortuna,40.5982,-124.1573,13.14,83,75,8.23,US,1673213390
98,obihiro,42.9172,143.2044,-8.7,94,99,0.58,JP,1673213390
99,avarua,-21.2078,-159.775,25.03,94,100,3.09,CK,1673213390
100,altar,30.7,-111.8167,20.12,28,64,1.86,MX,1673213390
101,sandwick,60.0,-1.25,7.9,71,40,11.83,GB,1673213390
102,rocha,-34.4833,-54.3333,24.83,53,0,7.37,UY,1673213390
103,talnakh,69.4865,88.3972,-31.0,96,100,3.3,RU,1673213390
104,pringsewu,-5.3582,104.9744,23.16,88,100,1.17,ID,1673213390
105,lasa,46.6166,10.7002,3.49,97,100,2.37,IT,1673213391
106,road town,18.4167,-64.6167,26.05,100,75,1.54,VG,1673213391
107,cabo san lucas,22.8909,-109.9124,25.9,57,0,3.09,MX,1673213391
108,dunmore east,52.1514,-6.9861,7.4,70,0,5.66,IE,1673213391
109,atasu,48.6814,71.6433,-18.47,97,82,4.88,KZ,1673213391
110,wewak,-3.5534,143.6268,25.78,84,100,0.81,PG,1673213391
111,puerto narino,-3.7703,-70.3831,23.18,93,100,1.96,CO,1673213391
112,idlib,35.9306,36.6339,6.25,71,14,2.17,SY,1673213311
113,luderitz,-26.6481,15.1594,17.5,85,12,1.56,NA,1673213266
114,port shepstone,-30.7414,30.455,20.99,85,21,7.21,ZA,1673213391
115,bud,39.447,-86.1758,3.71,74,100,2.69,US,1673213391
116,chaumont,48.1167,5.1333,7.43,89,100,8.33,FR,1673213058
117,blagodatnoye,45.3997,42.5867,-16.49,84,6,2.06,RU,1673213392
118,lawton,34.6087,-98.3903,14.13,38,0,5.36,US,1673213392
119,saint-augustin,51.226,-58.6502,-14.05,75,6,5.27,CA,1673213392
120,bunia,1.5667,30.25,18.7,48,12,1.59,CD,1673213392
121,sorochinsk,52.4338,53.1583,-28.84,100,90,1.91,RU,1673213392
122,ewa beach,21.3156,-158.0072,26.58,66,0,4.12,US,1673213392
123,chapais,49.7834,-74.8492,-11.12,92,100,4.49,CA,1673213392
124,barcelos,41.5388,-8.6151,13.08,90,97,2.76,PT,1673213392
125,tsiroanomandidy,-18.7667,46.0333,20.09,93,64,1.18,MG,1673213393
126,stokmarknes,68.5646,14.9108,2.98,64,75,10.29,NO,1673213393
127,teya,60.3778,92.6267,-11.77,97,100,1.47,RU,1673213393
128,dubai,25.2582,55.3047,20.96,60,0,2.06,AE,1673213283
129,shache,38.4167,77.2406,-1.39,35,94,1.55,CN,1673213393
130,kosh-agach,50.0,88.6667,-16.49,87,94,1.04,RU,1673213393
131,mercedes,-34.6515,-59.4307,32.8,18,0,6.9,AR,1673213393
132,la ronge,55.1001,-105.2842,-8.86,92,100,2.57,CA,1673213393
133,dzhebariki-khaya,62.2167,135.8,-33.43,96,100,0.6,RU,1673213393
134,lebu,-37.6167,-73.65,18.89,76,6,3.72,CL,1673213394
135,yar-sale,66.8333,70.8333,-22.47,97,100,5.9,RU,1673213370
136,hasaki,35.7333,140.8333,1.22,62,79,1.72,JP,1673213394
137,puri,19.8,85.85,14.29,52,0,3.65,IN,1673213394
138,wajima,37.4,136.9,9.58,62,64,8.5,JP,1673213394
139,chokurdakh,70.6333,147.9167,-26.71,99,100,2.52,RU,1673213394
140,saskylakh,71.9167,114.0833,-32.63,98,100,2.14,RU,1673213394
141,praia da vitoria,38.7333,-27.0667,16.53,94,40,3.2,PT,1673213394
142,kungurtug,50.5994,97.5228,-16.83,92,55,1.18,RU,1673213395
143,half moon bay,37.4636,-122.4286,17.73,70,0,6.17,US,1673213395
144,dong hoi,17.4833,106.6,18.7,87,100,4.43,VN,1673213395
145,sancti spiritus,21.9297,-79.4425,28.08,55,84,4.27,CU,1673213395
146,camargo,27.6667,-105.1667,20.38,19,94,0.91,MX,1673213395
147,amarillo,35.222,-101.8313,18.2,20,0,7.72,US,1673213395
148,nikolskoye,59.7035,30.7861,-13.06,86,100,4.3,RU,1673213395
149,tessalit,20.1986,1.0114,18.8,13,87,4.04,ML,1673213395
150,yulara,-25.2406,130.9889,18.79,75,81,9.41,AU,1673213395
151,baykit,61.67,96.37,-21.8,99,100,1.58,RU,1673213395
152,leningradskiy,69.3833,178.4167,-30.34,97,49,1.43,RU,1673213396
153,beringovskiy,63.05,179.3167,-3.71,96,100,6.67,RU,1673213396
154,tiksi,71.6872,128.8694,-40.48,100,95,0.97,RU,1673213303
155,amambai,-23.1042,-55.2258,26.65,52,38,4.07,BR,1673213396
156,butaritari,3.0707,172.7902,27.2,76,51,4.35,KI,1673213396
157,mogadishu,2.0371,45.3438,25.46,84,53,8.73,SO,1673213325
158,dikson,73.5069,80.5464,-36.67,94,14,4.59,RU,1673213396
159,flinders,-34.5833,150.8552,19.03,86,0,3.13,AU,1673213396
160,qaanaaq,77.484,-69.3632,-25.31,95,100,1.61,GL,1673213144
161,thompson,55.7435,-97.8558,-10.91,85,100,2.06,CA,1673213377
162,conceicao da barra,-18.5933,-39.7322,24.86,87,100,2.49,BR,1673213397
163,bago,17.3367,96.4797,19.58,69,0,2.48,MM,1673213397
164,aklavik,68.2191,-135.0107,-22.65,97,100,1.33,CA,1673213397
165,tucuman,-26.8241,-65.2226,28.0,51,0,6.69,AR,1673213397
166,pampas,-12.4,-74.9,14.1,70,85,3.32,PE,1673213397
167,lagoa,39.05,-27.9833,16.0,90,82,8.14,PT,1673213397
168,bouna,9.2667,-3.0,26.24,18,6,1.86,CI,1673213397
169,katsuura,35.1333,140.3,9.01,74,22,5.17,JP,1673213342
170,ponta do sol,32.6667,-17.1,18.89,79,52,1.46,PT,1673213398
171,geraldton,-28.7667,114.6,16.23,88,0,3.09,AU,1673213398
172,burnie,-41.0667,145.9167,16.34,74,60,1.2,AU,1673213398
173,la palma,33.8464,-118.0467,21.21,54,75,4.12,US,1673213398
174,zabol,32.25,67.25,1.56,100,99,1.58,AF,1673213398
175,igrim,63.1906,64.4162,-37.7,96,25,1.94,RU,1673213398
176,kitimat,54.0524,-128.6534,3.28,28,23,0.45,CA,1673213398
177,macenta,8.5435,-9.471,23.15,31,39,1.13,GN,1673213119
178,zhangjiakou,40.81,114.8794,-3.71,54,89,1.13,CN,1673213399
179,dongsheng,39.8161,109.9776,-4.29,46,30,2.01,CN,1673213399
180,te anau,-45.4167,167.7167,20.3,57,1,0.15,NZ,1673213399
181,puerto leguizamo,-0.1934,-74.7819,24.82,94,73,1.02,CO,1673213399
182,conceicao do rio verde,-21.8808,-45.0853,19.36,93,100,1.95,BR,1673213399
183,biscarrosse,44.3945,-1.1672,11.97,66,75,6.69,FR,1673213232
184,east london,-33.0153,27.9116,21.11,83,7,6.16,ZA,1673213399
185,yumen,40.2833,97.2,-3.14,30,15,3.89,CN,1673213399
186,asau,46.4333,26.4,1.51,97,100,1.96,RO,1673213400
187,gazojak,41.1875,61.4036,-1.59,30,100,3.83,TM,1673213400
188,itarema,-2.9248,-39.9167,26.85,72,44,6.4,BR,1673213400
189,seguela,7.9611,-6.6731,26.69,22,12,1.19,CI,1673213400
190,berlevag,70.8578,29.0864,-7.0,86,100,13.89,NO,1673213401
191,banda aceh,5.5577,95.3222,25.25,81,76,3.29,ID,1673213401
192,klaksvik,62.2266,-6.589,4.51,86,99,12.16,FO,1673213104
193,oranzherei,45.8476,47.5663,-12.95,66,1,3.84,RU,1673213401
194,ati,13.2154,18.3353,20.1,16,100,4.81,TD,1673213402
195,innisfail,-17.5333,146.0333,25.72,90,100,1.07,AU,1673213405
196,bengkulu,-3.8004,102.2655,23.59,89,100,2.04,ID,1673213405
197,kabare,-2.4683,28.8242,15.28,93,76,0.87,CD,1673213411
198,cacequi,-29.8836,-54.825,32.85,23,1,6.4,BR,1673213414
199,tyup,42.7276,78.3648,-2.54,79,100,2.73,KG,1673213416
200,matara,5.9485,80.5353,23.0,91,36,1.79,LK,1673213420
201,grand gaube,-20.0064,57.6608,26.22,73,6,2.24,MU,1673213420
202,nampula,-15.1165,39.2666,21.52,96,100,1.14,MZ,1673213420
203,otjiwarongo,-20.4637,16.6477,22.6,31,78,4.3,NA,1673213422
204,antalaha,-14.9003,50.2788,23.27,91,12,1.93,MG,1673213424
205,bonthe,7.5264,-12.505,25.76,77,43,3.6,SL,1673213425
206,port alfred,-33.5906,26.891,20.1,90,1,0.45,ZA,1673213425
207,bethel,41.3712,-73.414,3.05,56,0,2.06,US,1673213426
208,namibe,-15.1961,12.1522,22.01,74,95,2.79,AO,1673213426
209,alofi,-19.0595,-169.9187,27.94,83,75,5.14,NU,1673213426
210,okoneshnikovo,54.8377,75.0834,-21.45,91,100,8.67,RU,1673213427
211,the valley,18.217,-63.0578,26.17,73,20,5.14,AI,1673213427
212,bereda,43.2686,-7.5406,9.12,100,95,2.6,ES,1673213427
213,sri aman,1.2376,111.4621,23.03,94,100,0.0,MY,1673213427
214,meleuz,52.9667,55.9167,-34.58,100,97,0.63,RU,1673213346
215,svetlyy,54.675,20.1347,2.03,88,100,7.58,RU,1673213345
216,aksarka,66.5606,67.7975,-27.14,92,100,1.69,RU,1673213428
217,provideniya,64.3833,-173.3,-13.94,78,40,8.0,RU,1673213428
218,linhares,-19.3911,-40.0722,22.79,96,99,2.07,BR,1673213428
219,hofn,64.2539,-15.2082,1.93,67,100,9.17,IS,1673213428
220,hay river,60.8156,-115.7999,-19.01,78,75,0.0,CA,1673213430
221,taozhuang,34.85,117.3333,4.9,62,0,2.3,CN,1673213430
222,wyndham,37.6985,-77.6125,4.39,81,100,0.89,US,1673213430
223,miyako,39.6367,141.9525,0.83,76,26,2.12,JP,1673213222
224,haines junction,60.7522,-137.5108,-4.14,96,94,0.82,CA,1673213430
225,ohafia,5.6167,7.8333,22.36,67,84,1.36,NG,1673213430
226,chara,56.9064,118.2631,-19.79,81,100,0.14,RU,1673213431
227,yantai,37.5333,121.4,3.57,65,56,7.34,CN,1673213431
228,iqaluit,63.7506,-68.5145,-29.15,76,75,12.86,CA,1673213431
229,dalvik,65.9702,-18.5286,-0.04,98,100,10.24,IS,1673213432
230,tsumeb,-19.2333,17.7167,25.52,28,92,3.19,NA,1673213432
231,danjiangkou,32.5428,111.5086,7.56,39,0,0.45,CN,1673213432
232,ampanihy,-24.7,44.75,23.32,92,100,3.75,MG,1673213433
233,sur,22.5667,59.5289,20.65,76,0,1.22,OM,1673213433
234,jacareacanga,-6.2222,-57.7528,24.61,86,94,0.56,BR,1673213433
235,sistranda,63.7256,8.834,5.98,78,70,6.19,NO,1673213434
236,rio grande,-32.035,-52.0986,29.06,69,50,7.17,BR,1673213257
